Sector,Industry,KPI Name,Specification ID,Scope,Specification
Industrials,2353 Building Materials & Fixtures,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufactured
Industrials,2353 Building Materials & Fixtures,Health & Safety,S05-04,III,Spending on product safety per unit produced corporateAspects of Products
Industrials,2353 Building Materials & Fixtures,Customer Retention,V05-01,III,"Percentage of new customers in reported period in relation to total customersV05-03 III Share of market by product, product line, segment, region or total"
Industrials,2353 Building Materials & Fixtures,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2357 Heavy Construction,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2357 Heavy Construction,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2357 Heavy Construction,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2357 Heavy Construction,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2357 Heavy Construction,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2357 Heavy Construction,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2357 Heavy Construction,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2357 Heavy Construction,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2357 Heavy Construction,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2357 Heavy Construction,Innovation,V04-13,I,"Percentage of products or services for                          - increasing eco-efficiency of client applications or operations                        - developing and using clean technologies                         - offsetting climate change, carbon emissions, resource depletion                          - increasing fuel-efficiency                       - making ESG-relevant products operable(e.g. smart metering, green building technologies)                         - financing of ESG-relevant products or services"
Industrials,2357 Heavy Construction,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes"
Industrials,2357 Heavy Construction,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2357 Heavy Construction,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2357 Heavy Construction,Subcontracting,E36-01,II,Percentage of total work done delivered by subcontractors and/or outsourced tothird partiesE36-02 II Total expenses in monetary terms i.e. currency for contracted work done
Industrials,2357 Heavy Construction,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2357 Heavy Construction,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs
Industrials,2357 Heavy Construction,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect."
Industrials,2357 Heavy Construction,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting"
Industrials,2357 Heavy Construction,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers
Industrials,2357 Heavy Construction,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions)
Industrials,2357 Heavy Construction,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2357 Heavy Construction,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2357 Heavy Construction,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total
Industrials,2357 Heavy Construction,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2
Industrials,2357 Heavy Construction,Water Consumption,E28-02,III,Water (in m³) used per amount (e.g. in tonnes) of product manufactured
Industrials,2357 Heavy Construction,Customer Retention,V05-01,III,"Percentage of new customers in reported period in relation to total customersV05-03 III Share of market by product, product line, segment, region or total"
Industrials,2357 Heavy Construction,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2713 Aerospace,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2713 Aerospace,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2713 Aerospace,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2713 Aerospace,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2713 Aerospace,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2713 Aerospace,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2713 Aerospace,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2713 Aerospace,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2713 Aerospace,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2713 Aerospace,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago
Industrials,2713 Aerospace,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2713 Aerospace,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2713 Aerospace,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes"
Industrials,2713 Aerospace,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2713 Aerospace,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2713 Aerospace,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year
Industrials,2713 Aerospace,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2713 Aerospace,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs
Industrials,2713 Aerospace,Health & Safety,S05-01,II,Total spending on product safety corporateAspects of Products
Industrials,2713 Aerospace,,S05-02,II,Percentage of total products sold or shipped corporate subject to product recallsfor safety or health reasons
Industrials,2713 Aerospace,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting"
Industrials,2713 Aerospace,Customer Retention,V05-02,II,Average length of customer relationship in years
Industrials,2713 Aerospace,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers
Industrials,2713 Aerospace,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions)
Industrials,2713 Aerospace,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2713 Aerospace,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2713 Aerospace,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total
Industrials,2713 Aerospace,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2
Industrials,2713 Aerospace,Supply Constraints,E17-04,III,Percentage of material supply of cobalt covered by hedging contractsE17-05 III Percentage of revenue from products that contain cobalt to total revenueE17-06 III Total cobalt purchasedE17-07 III Percentage of material supply of titanium covered by hedging contractsE17-08 III Percentage of revenue from products that contain titanium to total revenueE17-09 III Total titanium purchased
Industrials,2713 Aerospace,Water Consumption,E28-04,III,Waste effluent water in cubic meters
Industrials,2713 Aerospace,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibility
Industrials,2713 Aerospace,Customer Retention,V05-03,III,"Share of market by product, product line, segment, region or total"
Industrials,2713 Aerospace,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2717 Defence,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2717 Defence,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2717 Defence,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2717 Defence,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2717 Defence,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2717 Defence,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2717 Defence,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2717 Defence,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2717 Defence,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2717 Defence,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago
Industrials,2717 Defence,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2717 Defence,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2717 Defence,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2717 Defence,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2717 Defence,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2717 Defence,Dimensions of pending,G02-01,II,"Amount in monetary terms i.e. currency in controversy, dispute from legallegal proceedings proceedings"
Industrials,2717 Defence,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs
Industrials,2717 Defence,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect."
Industrials,2717 Defence,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting"
Industrials,2717 Defence,Customer Retention,V05-02,II,Average length of customer relationship in years
Industrials,2717 Defence,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions)
Industrials,2717 Defence,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2717 Defence,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2717 Defence,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2
Industrials,2717 Defence,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total
Industrials,2717 Defence,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2
Industrials,2717 Defence,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibility
Industrials,2717 Defence,Supplier Agreements,S06-01,III,Percentage of total suppliers and supply chain partners screened for compliance inand Supply Chain accordance with ESG-criteriaPartners Screened forRisk of ESGInfringement
Industrials,2717 Defence,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2723 Containers & Packaging,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2723 Containers & Packaging,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2723 Containers & Packaging,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2723 Containers & Packaging,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2723 Containers & Packaging,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2723 Containers & Packaging,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2723 Containers & Packaging,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2723 Containers & Packaging,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2723 Containers & Packaging,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2723 Containers & Packaging,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago
Industrials,2723 Containers & Packaging,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2723 Containers & Packaging,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2723 Containers & Packaging,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes"
Industrials,2723 Containers & Packaging,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2723 Containers & Packaging,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2723 Containers & Packaging,Material Sourcing,E39-01,II,"Percentage of total material comprising cardboard and paper material fromrecognised forest certification schemes (FSC, Programme for the Endorsement ofForest Certification Schemes PEFC, Canadian Standard Association CSA,Sustainable Forestry Initiative SFI, Malaysian Timber Certification Council)"
Industrials,2723 Containers & Packaging,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2723 Containers & Packaging,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards"
Industrials,2723 Containers & Packaging,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect."
Industrials,2723 Containers & Packaging,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers
Industrials,2723 Containers & Packaging,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2723 Containers & Packaging,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2723 Containers & Packaging,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2
Industrials,2723 Containers & Packaging,End of Product,E09-04,III,Degree to which products (on average) can be recycled calculated as aLifecycle percentage of all materials usedE09-05 III Degree to which products (on average) can be recycled calculated as apercentage of all associated material costs
Industrials,2723 Containers & Packaging,Maintenance & Safety,S09-01,III,"Total spendings in monetary terms i.e. currency on maintenance and safety ofequipment (incl. fleet, trucks, planes, rail cars)"
Industrials,2723 Containers & Packaging,Customer Retention,V05-01,III,Percentage of new customers in reported period in relation to total customers
Industrials,2723 Containers & Packaging,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2733 Electronical Components & Equipm.,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2733 Electronical Components & Equipm.,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2733 Electronical Components & Equipm.,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2733 Electronical Components & Equipm.,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2733 Electronical Components & Equipm.,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2733 Electronical Components & Equipm.,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2733 Electronical Components & Equipm.,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2733 Electronical Components & Equipm.,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2733 Electronical Components & Equipm.,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2733 Electronical Components & Equipm.,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago
Industrials,2733 Electronical Components & Equipm.,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2733 Electronical Components & Equipm.,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2733 Electronical Components & Equipm.,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes"
Industrials,2733 Electronical Components & Equipm.,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2733 Electronical Components & Equipm.,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2733 Electronical Components & Equipm.,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process
Industrials,2733 Electronical Components & Equipm.,Packaging,E10-01,II,"Total amount of packaging material used in tonnesE10-04 II Total cost of packaging in $,€"
Industrials,2733 Electronical Components & Equipm.,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year
Industrials,2733 Electronical Components & Equipm.,Water Consumption,E28-01,II,Water consumption in m³
Industrials,2733 Electronical Components & Equipm.,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2733 Electronical Components & Equipm.,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs
Industrials,2733 Electronical Components & Equipm.,Supplier Agreements,S06-03,II,Share of supplier that are signatories to the EICC (Electronic Industry Code ofand Supply Chain Conduct)Partners Screened forRisk of ESGInfringement
Industrials,2733 Electronical Components & Equipm.,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards"
Industrials,2733 Electronical Components & Equipm.,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect."
Industrials,2733 Electronical Components & Equipm.,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting"
Industrials,2733 Electronical Components & Equipm.,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers
Industrials,2733 Electronical Components & Equipm.,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions)
Industrials,2733 Electronical Components & Equipm.,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2733 Electronical Components & Equipm.,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent
Industrials,2733 Electronical Components & Equipm.,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation
Industrials,2733 Electronical Components & Equipm.,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2733 Electronical Components & Equipm.,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2
Industrials,2733 Electronical Components & Equipm.,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total
Industrials,2733 Electronical Components & Equipm.,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2
Industrials,2733 Electronical Components & Equipm.,End of Product,E09-02,III,"Percentage of total product output in terms of revenue eligible for remanufactureLifecycle or re-conditioning processesE09-03 III Percentage of total product output in terms of revenue which is reused in themanufacturing process, sold or donated to third partiesE09-04 III Degree to which products (on average) can be recycled calculated as apercentage of all materials usedE09-05 III Degree to which products (on average) can be recycled calculated as apercentage of all associated material costs"
Industrials,2733 Electronical Components & Equipm.,Packaging,E10-02,III,"Packaging material per tonne of outputE10-03 III Breakdown of materials used for packaging in percent for paper, glass, metal, nonbiodegradable plastic, biodegradable plastic, material from FSCE10-05 III Cost of packaging per revenue in percent"
Industrials,2733 Electronical Components & Equipm.,Recycling Quota,E14-01,III,Number of units of products delivered to company for recycling in relation to totaloutput of units p.a.E14-02 III Products delivered to company for recycling in tonnes in relation to total output ofunits in tonnes p.a.
Industrials,2733 Electronical Components & Equipm.,Supply Constraints,E17-01,III,Percentage of material supply of copper covered by hedging contracts
Industrials,2733 Electronical Components & Equipm.,Production Shortfall,E23-01,III,Production shortfall caused by material supply constraints in percent (gapbetween actual production output and theoretical production output as optimalsupply)E23-02 III Monetary impact of production shortfall caused by material supply constraints inmonetary terms i.e. currency
Industrials,2733 Electronical Components & Equipm.,Water Consumption,E28-03,III,Groundwater consumption in m³Water Consumption E28-04 III Waste effluent water in cubic meters
Industrials,2733 Electronical Components & Equipm.,Environmental,E33-01,III,Number of sites with ISO 14001 certification / number of total sitesCompatibilityE33-02 III Percentage of revenue from eco-labeledproducts (www.eco-label.com)
Industrials,2733 Electronical Components & Equipm.,Average age of,V21-02,III,Average age of facilities in yearsMaterial
Industrials,2733 Electronical Components & Equipm.,Supply Chain,V28-04,III,Key Performance Narrative (Please answer the questions in max. 500 words)How do you ensure that your suppliers adhere to a standard of ESG compliancesimilar to that of your company?V28-05 III Key Performance Narrative (Please answer the questions in max. 500 words)When assessing the performance of your procurement and purchasing functions:Do you incentivise your procurement management for the selection of ESGperforming suppliers even if you might have to carry a premium over lessexpensive suppliers?
Industrials,2737 Electronic Equipment,Energy Efficiency,E01-01,I,"Energy consumption, total"
Industrials,2737 Electronic Equipment,GHG Emissions,E02-01,I,"GHG emissions, total (scope I,II)"
Industrials,2737 Electronic Equipment,Staff turnover,S01-01,I,Percentage of FTE leaving p.a./total FTE
Industrials,2737 Electronic Equipment,Training & qualification,S02-02,I,Average expenses on training per FTE p.a
Industrials,2737 Electronic Equipment,Maturity of workforce,S03-01,I,"Age structure/distribution (number of FTEs per age group, 10-year intervals)"
Industrials,2737 Electronic Equipment,Remuneration,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2737 Electronic Equipment,Remuneration,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2737 Electronic Equipment,Litigation risks,V01-01,I,"Expenses and fines on filings, law suits related to anti-competitivebehavior, anti-trust and monopoly practices"
Industrials,2737 Electronic Equipment,Corruption,V02-01,I,Percentage of revenues in regions with Transparency International corruptionindex below 6.0
Industrials,2737 Electronic Equipment,Revenues from new,V03-02,I,Percentage of new products or modified products introduced lessproducts than 12 months ago
Industrials,2737 Electronic Equipment,Innovation,S08-02,I,"Total amount of bonuses, incentives and stock options paid out in â‚¬,$"
Industrials,2737 Electronic Equipment,Innovation,S08-03,I,"Total number of FTEs who receive 90 % of total amount of bonuses, incentivesand stock options"
Industrials,2737 Electronic Equipment,Emissions to Air,E03-01,II,"Total CO²,NOx, SOx, VOC emissions in million tonnes"
Industrials,2737 Electronic Equipment,Waste Scope I,E04-01,II,Total waste in tonnes
Industrials,2737 Electronic Equipment,Waste Scope II,E05-01,II,Percentage of total waste which is recycled
Industrials,2737 Electronic Equipment,End of Product,E09-01,II,Percentage of total product output in terms of revenue which has undergone aLifecycle design for disassembly design process
Industrials,2737 Electronic Equipment,Packaging,E10-01,II,Total amount of packaging material used in tonnesE10-02 II Packaging material per tonne of output
Industrials,2737 Electronic Equipment,Eco-Design,E13-01,II,Improvement rate of product energy efficiency compared to previous year
Industrials,2737 Electronic Equipment,Water Consumption,E28-01,II,Water consumption in m³
Industrials,2737 Electronic Equipment,Contributions to,G01-01,II,Contributions to political parties as a percentage of total revenuespolitical parties
Industrials,2737 Electronic Equipment,Fatalities & Injuries,S04-03,II,Total number of fatalities in relation to FTEsS04-04 II Total number of injuries in relation to FTEs
Industrials,2737 Electronic Equipment,Certification of,S07-04,II,"Percentage of total facilities certificated according to ISO 9001, SA 8000 orFacilities OHSAS18001 standards"
Industrials,2737 Electronic Equipment,Maintenance & safety,S09-02,II,"Total spendings in monetary terms i.e. currency on maintenance and safety ofproduction sites, plants ect."
Industrials,2737 Electronic Equipment,Restructuring-related,S11-01,II,"Total cost of relocation in monetary terms i.e. currency incl. Indemnity, pay-off,relocation of jobs outplacement, hiring, training, consulting"
Industrials,2737 Electronic Equipment,Customer Satisfaction,V06-01,II,Percentage of total customers surveyed comprising satisfied customers
Industrials,2737 Electronic Equipment,Environmental CapEx,V12-02,II,CapEx allocation to investments on ESG relevant aspects of business as definedby the company (refered to Introduction 1.8.1. KPIs & Definitions)
Industrials,2737 Electronic Equipment,Utilisation,V13-01,II,Capacity utilisation as a percentage of total available facilities
Industrials,2737 Electronic Equipment,Vertical range of,V17-01,II,Vertical range of manufacturing in Percentmanufacturingintegration in Percent
Industrials,2737 Electronic Equipment,Brand Value,V24-01,II,Value of brand as measured by third-party or external consultancy in monetaryterms i.e. currency incl. name and/or method of valuation
Industrials,2737 Electronic Equipment,Supply Chain,V28-01,II,Total number of suppliersV28-02 II Percentage of sourcing from 3 biggest external suppliersV28-03 II Turnover of suppliers in percent
Industrials,2737 Electronic Equipment,Emissions to Air,E03-04,III,TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 1E03-05 III TOP 2 components of emissions to air by environmental importance (according toTRI; PRTR; and EPER) Rank 2
Industrials,2737 Electronic Equipment,Waste Scope III,E06-01,III,Hazardous waste total in tonnes total
Industrials,2737 Electronic Equipment,Waste Scope IV,E07-01,III,TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 1E07-02 III TOP 2 components of waste incl. emissions to soil by environmental importance(according to TRI; PRTR; and EPER) Rank 2
